payment_id,loan_id,schedule_id,payment_date,payment_amount_zar,payment_method,payment_status,bank_reference,naedo_run_id
1280,1541,2449,2025-10-02,3841.4,Debit Order,REVERSED,BANKREF-61113254,NAEDO-490935
1281,484,540,2026-04-06,2943.0,Cash Deposit,REVERSED,BANKREF-24446961,
1282,1795,4392,2025-10-16,2768.02,Debit Order,FAILED,BANKREF-96803095,
1283,902,5237,2025-12-16,3771.16,Cash Deposit,success,BANKREF-27559786,NAEDO-718441
1284,408,,2026-03-19,3820.71,Manual EFT,success,BANKREF-93589599,
1285,1501,6862,2026-03-14,1396.53,debit order,failed,,
1286,1647,,2026-06-28,3033.16,Debit Order,FAILED,BANKREF-41852416,
1287,924,352,2026-05-05,2025.17,Card,SUCCESS,,
1288,927,4388,2025-06-28,2448.69,Card,success,BANKREF-01528079,NAEDO-610451
1289,1718,382,2025-11-30,4411.04,Debit Order,PENDING,BANKREF-50599467,
1290,997,4484,12-13-2026,3266.08,Debit Order,success,BANKREF-87504000,
1291,314,7239,09 Mar 2026,4973.58,Card,REVERSED,BANKREF-42559213,
1292,587,152,2025-08-17,2396.18,debit order,success,BANKREF-84880029,
1293,224,8338,2026-06-04,3904.3,Cash Deposit,failed,BANKREF-17347276,
1294,433,6669,2026-06-14,2052.73,Card,failed,BANKREF-52750537,NAEDO-494004
1295,385,,20250810,827.67,Cash Deposit,FAILED,BANKREF-72632437,
1296,375,3972,2025-02-04,2414.24,Debit Order,SUCCESS,BANKREF-97393397,
1297,530,4740,2026-06-02,1479.14,Cash Deposit,REVERSED,BANKREF-31955006,NAEDO-227196
1298,858,8887,20250510,2425.87,Debit Order,FAILED,BANKREF-26512369,
1299,1125,,2026-11-18,2471.98,Card,failed,BANKREF-88847773,
1300,424,8888,2026-03-01,1537.59,Cash Deposit,SUCCESS,BANKREF-61035171,
1301,232,7458,2026-01-19,1535.93,debit order,SUCCESS,BANKREF-17141470,
1302,773,6898,2026-06-16,1075.01,debit order,PENDING,BANKREF-59954891,
1303,1379,7997,2026-04-14,2183.85,Cash Deposit,REVERSED,BANKREF-18140133,
1304,602,599,2026-03-22,2463.83,Cash Deposit,REVERSED,BANKREF-05597615,
1305,398,7244,2025-09-24,2653.06,debit order,FAILED,BANKREF-98102631,NAEDO-775125
1306,145,2003,2025-06-12,2331.49,Debit Order,REVERSED,,
1307,1660,2205,2025-02-11,245.64,debit order,FAILED,BANKREF-53182146,
1308,282,7460,04-07-2025,210.78,Debit Order,PENDING,BANKREF-98995037,
1309,837,3077,2025-09-06,1547.46,Debit Order,PENDING,BANKREF-14457585,NAEDO-354816
1310,259,4745,2026-07-23,722.69,Card,SUCCESS,BANKREF-77556336,
1311,1660,977,2025-06-02,1552.19,Manual EFT,failed,BANKREF-54502341,NAEDO-289512
1312,1168,395,06-06-2026,4620.06,debit order,PENDING,BANKREF-98980046,
1313,1242,5275,14 Jul 2025,3989.65,Manual EFT,success,BANKREF-58992316,NAEDO-834851
1314,1257,7844,2025-06-04,4118.9,Cash Deposit,SUCCESS,BANKREF-59939802,
1315,177,6125,2025-05-13,4419.68,Card,failed,BANKREF-06236367,NAEDO-601317
1316,1000,,2026-04-24,3778.57,Card,success,BANKREF-06250958,NAEDO-225652
1317,1075,7744,2025-06-30,3840.85,debit order,failed,BANKREF-43271683,
1318,303,2848,2025-04-22,975.58,Cash Deposit,REVERSED,,NAEDO-156972
1319,390,4000,2026-06-13,370.61,Cash Deposit,REVERSED,BANKREF-77656551,NAEDO-161657
1320,529,3063,2025-06-12,333.73,Manual EFT,success,BANKREF-69968267,NAEDO-940445
1321,308,2067,2025-05-25,3732.23,debit order,FAILED,BANKREF-39165311,
1322,194,629,2026-04-07,3060.45,Debit Order,success,BANKREF-66280645,
1323,238,5637,20250214,4197.05,Cash Deposit,FAILED,BANKREF-80586314,NAEDO-673501
1324,638,4706,2026-04-02,1515.84,Debit Order,success,BANKREF-67140606,
1325,549,6831,2025-04-19,2154.17,debit order,success,BANKREF-62190760,NAEDO-589118
1326,929,7760,2026-03-10,4045.1,Manual EFT,failed,BANKREF-26259263,NAEDO-656889
1327,1523,4502,08-25-2025,3534.48,Debit Order,FAILED,BANKREF-91732176,
1328,181,475,2026-01-21,379.35,debit order,success,BANKREF-61942068,
1329,993,8647,2026-06-26,2798.81,Debit Order,failed,BANKREF-32101870,NAEDO-930838
1330,720,651,2026-07-11,3740.42,Card,FAILED,BANKREF-80515554,NAEDO-178110
1331,727,3251,2026-11-01,2357.68,Debit Order,REVERSED,BANKREF-48548992,
1332,755,3282,2026-04-26,1928.64,Cash Deposit,REVERSED,BANKREF-93435032,NAEDO-550477
1333,1276,1689,2025-08-24,4281.2,Debit Order,REVERSED,BANKREF-19055036,
1334,1121,7302,2026-07-20,4680.39,Debit Order,failed,BANKREF-93844951,
1335,664,5320,2026-06-22,3211.48,Manual EFT,REVERSED,BANKREF-40328682,
1336,13,1924,20250212,3767.62,Manual EFT,PENDING,BANKREF-37594115,
1337,1182,,2025-03-26,718.42,Debit Order,REVERSED,,NAEDO-875321
1338,1633,2878,2026-05-17,1903.96,Cash Deposit,failed,BANKREF-69190347,
1339,1100,3463,12-15-2026,2684.99,Debit Order,failed,BANKREF-95196538,
1340,1071,4963,2026-01-02,4621.8,Manual EFT,PENDING,BANKREF-77112457,NAEDO-278078
1341,1301,2977,2026-03-18,3356.2,Debit Order,success,BANKREF-15621719,NAEDO-933272
1342,808,6952,2026-06-29,4655.37,Cash Deposit,success,BANKREF-15233860,NAEDO-557678
1343,424,,2025-05-16,1391.39,Card,failed,BANKREF-62120986,NAEDO-539680
1344,222,4174,2025-08-24,3847.29,debit order,success,BANKREF-57559657,
1345,452,3926,2026-03-25,4270.44,Manual EFT,PENDING,BANKREF-82017942,NAEDO-186782
1346,1388,363,2025-05-03,1272.01,Cash Deposit,PENDING,BANKREF-26606024,NAEDO-211018
1347,1695,499,2025-07-20,2178.88,Card,SUCCESS,BANKREF-80672421,
1348,477,2345,2026-07-12,829.1,debit order,failed,BANKREF-25881864,
1349,1458,2447,2026-02-16,4612.02,Manual EFT,failed,BANKREF-79535505,
1350,1584,1589,15 Jun 2026,605.25,Debit Order,FAILED,BANKREF-55766423,
1351,1015,1416,2026-07-29,1088.96,Debit Order,REVERSED,BANKREF-33064040,NAEDO-393266
1352,443,5255,2025-08-05,1354.74,debit order,SUCCESS,BANKREF-76808924,NAEDO-958268
1353,235,3064,2025-10-14,3427.76,Manual EFT,SUCCESS,,
1354,1486,,2026-07-22,3432.27,Manual EFT,failed,BANKREF-78801190,
1355,1471,6339,2026-02-02,1831.73,Manual EFT,FAILED,BANKREF-44350899,
1356,1502,5242,2025-05-22,652.04,Manual EFT,FAILED,BANKREF-88159799,
1357,1201,3950,2026-02-07,1555.78,Debit Order,success,BANKREF-81478971,NAEDO-872203
1358,570,8493,2026-03-24,2791.16,debit order,FAILED,BANKREF-84620001,
1359,634,5681,2026-07-27,3244.77,debit order,SUCCESS,BANKREF-86027807,NAEDO-860698
1360,344,4565,2025-05-09,2290.67,Manual EFT,success,BANKREF-59155772,
1361,711,5817,2026-07-17,1443.43,Cash Deposit,SUCCESS,BANKREF-43980044,
1362,1717,5349,2025-04-23,3485.46,Card,SUCCESS,BANKREF-10929634,NAEDO-843945
1363,669,6695,2025-03-21,2048.19,Card,REVERSED,BANKREF-61356506,
1364,1593,458,2025-09-04,266.5,Card,SUCCESS,BANKREF-27907711,NAEDO-646323
1365,127,8767,2025-09-12,3622.72,Cash Deposit,SUCCESS,BANKREF-99742888,NAEDO-111209
1366,1332,7641,2025-02-14,3486.36,Card,SUCCESS,BANKREF-46469360,NAEDO-235186
1367,201,385,2025-07-09,3020.89,Cash Deposit,PENDING,BANKREF-32162778,
1368,467,2949,2026-01-27,4058.94,Manual EFT,success,BANKREF-97790995,NAEDO-369747
1369,175,2432,2025-04-12,4735.58,Card,PENDING,BANKREF-56409361,NAEDO-476329
1370,1255,5218,2026-03-25,4395.66,Manual EFT,REVERSED,BANKREF-62966622,
1371,609,7343,2026-01-24,605.01,Manual EFT,REVERSED,,NAEDO-503752
1372,1599,1869,2025-03-31,694.66,Cash Deposit,REVERSED,BANKREF-23401975,
1373,100,6615,2025-07-10,2264.7,Debit Order,PENDING,BANKREF-36068117,
1374,181,5673,2025-06-04,1317.98,debit order,failed,BANKREF-88371410,NAEDO-835469
1375,1184,2530,2025-03-07,3283.38,Manual EFT,success,BANKREF-40754206,NAEDO-161808
1376,143,6016,2026-06-18,4150.87,Cash Deposit,FAILED,BANKREF-58516013,NAEDO-182248
1377,109,5914,2025-04-27,2372.03,Debit Order,SUCCESS,BANKREF-91660656,NAEDO-370715
1378,857,2544,2026-05-20,1330.39,Cash Deposit,REVERSED,BANKREF-70317719,NAEDO-772744
1379,377,7385,2025-07-05,2462.96,Card,SUCCESS,BANKREF-49742467,
1380,290,5054,2025-02-22,1648.47,Card,FAILED,BANKREF-45290078,
1381,685,2491,06/05/2025,4854.13,Manual EFT,FAILED,BANKREF-34881082,NAEDO-411787
1382,1391,3313,2026-05-10,4091.2,Manual EFT,failed,BANKREF-81659605,
1383,1303,1488,2025-04-19,4303.62,Cash Deposit,FAILED,BANKREF-50020103,
1384,202,7834,2025-02-10,2184.08,debit order,REVERSED,BANKREF-25983569,NAEDO-929999
1385,97,2409,2026-05-15,2784.93,Cash Deposit,success,,
1386,1322,4503,2025-11-09,2067.54,Manual EFT,FAILED,BANKREF-95805000,NAEDO-986903
1387,1114,2889,2026-11-30,4702.33,debit order,failed,BANKREF-68824860,
1388,74,5373,2026-04-03,850.93,debit order,PENDING,BANKREF-89553180,
1389,749,5217,2026-03-05,4242.87,Manual EFT,success,BANKREF-46817876,
1390,185,1817,2025-09-12,4534.6,Cash Deposit,REVERSED,BANKREF-09212967,
1391,1357,5312,2026-02-20,3474.22,Cash Deposit,REVERSED,BANKREF-20725250,
1392,1337,6316,2025-11-03,3443.4,debit order,failed,BANKREF-58018914,
1393,1792,6105,2026-05-22,1502.62,debit order,SUCCESS,BANKREF-20080634,
1394,60,6271,2026-07-29,413.6,Cash Deposit,success,BANKREF-48573236,
1395,586,7616,12/07/2025,1653.96,debit order,PENDING,BANKREF-99345639,
1396,1298,675,2025-04-25,-2739.25,debit order,FAILED,BANKREF-80692882,NAEDO-170149
1397,416,3055,2025-06-18,4365.88,Debit Order,success,BANKREF-65959369,
1398,76,8171,2026-06-24,2528.29,Card,SUCCESS,BANKREF-12684629,
1399,94,7006,2025-08-31,-789.58,Cash Deposit,PENDING,BANKREF-64517637,NAEDO-201024
1400,1192,302,2025-08-30,2310.11,Manual EFT,PENDING,BANKREF-16524060,NAEDO-164869
1401,92,4463,2026-03-23,443.26,debit order,FAILED,BANKREF-10692247,
1402,1525,7549,2025-04-03,664.55,Cash Deposit,FAILED,BANKREF-54414622,
1403,1797,5995,21 Jun 2026,884.82,Cash Deposit,FAILED,BANKREF-53606549,
1404,612,2990,2025-02-21,3192.3,Card,FAILED,,NAEDO-418849
1405,460,4158,2026-08-18,2745.78,Cash Deposit,SUCCESS,BANKREF-71818936,
1406,1092,3659,2025-11-05,416.75,Card,success,BANKREF-87316318,NAEDO-172704
1407,1557,510,2025-03-10,4984.29,Manual EFT,SUCCESS,BANKREF-41194499,
1408,259,395,2025-12-10,3264.53,Debit Order,FAILED,BANKREF-95118578,
1409,676,7470,2026-04-05,2659.15,Debit Order,failed,BANKREF-58296032,
1410,720,3194,2025-09-30,3623.65,Cash Deposit,PENDING,BANKREF-38090183,
1411,246,5414,2026-04-20,3724.96,Card,success,BANKREF-65634567,NAEDO-414150
1412,454,6706,2025-08-09,3072.26,Cash Deposit,FAILED,BANKREF-27782118,
1413,79,6319,2026-01-16,-4023.35,debit order,SUCCESS,,NAEDO-982206
1414,1061,4748,2025-05-01,4345.29,Cash Deposit,failed,,NAEDO-190913
1415,1420,6606,2026-02-04,-1018.78,Debit Order,PENDING,BANKREF-18567591,
1416,191,3058,2026-07-19,1133.52,Manual EFT,REVERSED,BANKREF-06426823,
1417,1655,6880,2026-04-12,732.89,Card,success,BANKREF-23790559,NAEDO-766949
1418,1226,6936,2026-06-15,815.02,Cash Deposit,REVERSED,BANKREF-84421971,
1419,777,1369,2026-05-22,2487.68,Manual EFT,SUCCESS,BANKREF-29011303,
1420,753,1845,20260304,1221.42,debit order,FAILED,BANKREF-08463052,NAEDO-397712
1421,1485,1606,2026-06-16,948.68,Debit Order,success,BANKREF-04277823,NAEDO-454423
1422,1745,5041,2026-05-05,2499.24,debit order,SUCCESS,BANKREF-67459334,NAEDO-868243
1423,375,2600,2026-08-03,4876.31,Debit Order,success,BANKREF-72872297,NAEDO-425823
1424,1527,2867,2026-05-05,2037.33,Card,PENDING,BANKREF-93036546,
1425,723,8013,2026-07-15,1542.92,Cash Deposit,FAILED,BANKREF-84043871,
1426,383,8135,2025-11-22,2807.14,Cash Deposit,success,BANKREF-98983240,NAEDO-672424
1427,488,5907,2025-12-27,3995.52,debit order,failed,BANKREF-36167565,NAEDO-139790
1428,119,6942,2025-06-11,2419.8,Cash Deposit,failed,BANKREF-15680736,
1429,450,2254,2026-02-26,3830.53,Debit Order,PENDING,BANKREF-73284014,
1430,116,4226,2025-07-04,4607.77,Cash Deposit,SUCCESS,BANKREF-27173864,
1431,826,,2025-04-06,1700.86,Debit Order,success,BANKREF-38273134,
1432,189,757,2025-04-06,1450.86,Debit Order,SUCCESS,BANKREF-43671201,NAEDO-529953
1433,464,3678,28 Aug 2025,2551.49,Cash Deposit,SUCCESS,BANKREF-29716478,
1434,1536,58,2026-06-10,601.11,Debit Order,FAILED,BANKREF-33130885,NAEDO-628045
1435,1609,8054,2026-01-06,3299.03,debit order,failed,BANKREF-24716848,NAEDO-531382
1436,324,5570,2026-03-14,3512.62,debit order,SUCCESS,BANKREF-33018295,NAEDO-253098
1437,35,6973,2025-07-05,1192.81,debit order,REVERSED,BANKREF-76850422,
1438,114,820,14/05/2026,3389.97,Manual EFT,success,BANKREF-32233055,NAEDO-818097
1439,1638,5619,2025-06-12,953.67,Debit Order,REVERSED,BANKREF-00866966,NAEDO-500548
1440,1567,3826,2026-04-05,2038.43,debit order,success,BANKREF-47526422,
1441,1293,1259,2025-04-21,1411.31,Card,failed,BANKREF-31725881,
1442,643,2650,2025-08-11,3422.7,Card,failed,BANKREF-86257983,
1443,817,,2026-07-10,1601.26,Debit Order,failed,BANKREF-43774340,NAEDO-973488
1444,858,81,2025-02-12,1631.73,Cash Deposit,success,BANKREF-81745780,
1445,1428,,2025-08-01,861.58,Manual EFT,failed,BANKREF-65121487,NAEDO-806362
1446,425,1575,2025-05-23,2928.72,Cash Deposit,REVERSED,BANKREF-10707353,
1447,743,2857,2026-02-10,1559.34,Debit Order,FAILED,BANKREF-27979818,NAEDO-980544
1448,746,8752,2025-05-01,796.02,Debit Order,PENDING,BANKREF-97610102,
1449,1231,7986,2025-10-01,2044.98,Cash Deposit,success,BANKREF-94730745,NAEDO-302759
1450,207,4876,2026-04-10,-738.73,Card,FAILED,BANKREF-54502933,NAEDO-129689
1451,30,1443,2025-05-31,2625.76,Cash Deposit,SUCCESS,BANKREF-35796785,
1452,447,1359,2026-02-16,954.49,Manual EFT,success,BANKREF-65697215,
1453,1657,8630,2025-05-04,1313.94,Card,REVERSED,BANKREF-89870579,
1454,150,8946,2026-07-22,2963.24,debit order,REVERSED,BANKREF-27039986,NAEDO-769087
1455,324,465,20251209,1259.87,Card,FAILED,BANKREF-92507225,
1456,1239,6264,2026-07-25,4705.41,debit order,FAILED,BANKREF-81465759,NAEDO-771456
1457,870,361,2025-06-28,4115.48,Cash Deposit,PENDING,BANKREF-64006102,
1458,1155,228,2025-11-09,3672.62,Manual EFT,failed,,
1459,1059,,2025-09-01,265.9,Card,FAILED,BANKREF-78365431,
1460,280,4965,2026-05-25,3817.07,Cash Deposit,REVERSED,BANKREF-26325366,
1461,1363,2721,2025-03-19,4809.26,debit order,FAILED,BANKREF-78305683,
1462,728,5872,2026-07-22,907.69,Manual EFT,SUCCESS,BANKREF-37284659,
1463,1379,6721,2026-06-22,2942.59,Card,PENDING,BANKREF-88950370,
1464,680,435,2025-11-14,4695.83,Manual EFT,success,BANKREF-53469796,NAEDO-346173
1465,1758,6449,2025-03-23,939.83,Cash Deposit,success,BANKREF-44578087,
1466,1662,3129,2025-12-13,339.07,debit order,success,BANKREF-93949971,
1467,1112,,07-17-2026,1014.96,Debit Order,failed,BANKREF-14307393,NAEDO-419702
1468,1327,2052,2025-10-09,2734.74,Cash Deposit,PENDING,BANKREF-39012350,
1469,1742,705,2025-08-30,1603.62,debit order,FAILED,BANKREF-53032292,
1470,1281,2894,2025-09-11,768.23,Card,REVERSED,BANKREF-60894642,
1471,744,5360,2026-02-04,672.0,Manual EFT,FAILED,BANKREF-68406003,
1472,509,5111,2026-01-01,2694.6,debit order,failed,BANKREF-14579610,
1473,832,701,2025-04-22,4002.62,Card,PENDING,BANKREF-00070544,
1474,1345,4305,2026-01-01,4730.92,Manual EFT,SUCCESS,BANKREF-50090426,NAEDO-554682
1475,463,7267,2025-12-01,4622.99,Debit Order,REVERSED,BANKREF-20697708,NAEDO-527897
1476,220,7774,2026-06-23,3327.89,debit order,FAILED,BANKREF-05660324,
1477,203,488,2026-02-18,1373.92,Manual EFT,failed,,
1478,653,1809,2025-06-18,4520.53,Debit Order,success,,
1479,585,682,2026-05-30,4768.11,Card,failed,BANKREF-83144548,
1480,1154,4775,2025-07-14,4499.31,Cash Deposit,success,BANKREF-07826059,NAEDO-608991
1481,419,6206,2026-01-08,548.76,Manual EFT,failed,BANKREF-40757370,NAEDO-526368
1482,1163,5439,2025-08-22,4695.94,Card,FAILED,BANKREF-33827672,NAEDO-625407
1483,360,6360,2025-12-19,821.53,Debit Order,PENDING,BANKREF-63682994,
1484,264,7377,2025-03-06,707.48,Card,success,BANKREF-92895469,NAEDO-891208
1485,304,5679,2026-05-04,4803.05,Manual EFT,failed,BANKREF-84118077,NAEDO-369096
1486,1512,,2025-06-16,3588.57,Card,success,BANKREF-86502029,
1487,982,5384,2026-01-08,3400.91,Debit Order,REVERSED,,NAEDO-506200
1488,1691,5633,2025-05-11,4098.56,Card,REVERSED,BANKREF-42351167,NAEDO-175095
1489,310,7884,2026-03-20,-2928.37,debit order,SUCCESS,BANKREF-45464366,NAEDO-524756
1490,1277,1414,2025-10-02,4255.84,Debit Order,PENDING,BANKREF-01664677,
1491,255,7274,2026-01-10,3346.46,Cash Deposit,failed,BANKREF-23534129,
1492,1589,3254,2026-07-19,862.96,Manual EFT,SUCCESS,BANKREF-78165313,
1493,4,6864,2025-02-10,3748.47,Card,REVERSED,,
1494,1032,1665,2025-03-23,917.6,Manual EFT,PENDING,BANKREF-15477050,
1495,1270,7557,2025-02-16,-3971.12,Card,FAILED,BANKREF-06129421,NAEDO-220362
1496,51,6977,2025-05-15,1650.19,Card,PENDING,BANKREF-65039004,
1497,1178,4730,2025-08-18,3748.85,Card,success,BANKREF-27020610,
1498,1129,1283,2026-01-30,2518.56,Cash Deposit,failed,BANKREF-36284859,
1499,1253,7048,20250704,247.55,Cash Deposit,PENDING,BANKREF-87917129,NAEDO-555684
1500,1244,4845,2025-11-05,4979.14,Card,REVERSED,BANKREF-90660807,NAEDO-876760
1501,1601,7796,2025-04-14,803.76,Debit Order,REVERSED,,
1502,1654,8329,08/06/2025,4271.99,Debit Order,FAILED,BANKREF-39354151,
1503,887,5436,2026-12-31,4666.86,Manual EFT,success,BANKREF-16715154,NAEDO-773459
1504,1475,5521,2025-10-14,4372.18,Debit Order,PENDING,BANKREF-65961230,NAEDO-784277
1505,448,3943,2025-07-18,4943.43,Cash Deposit,failed,BANKREF-99426344,NAEDO-837979
1506,295,6122,2026-12-29,2981.2,Debit Order,SUCCESS,BANKREF-68464420,NAEDO-276290
1507,1615,3443,2025-07-06,2325.16,Debit Order,REVERSED,,
1508,1795,1822,2026-02-16,2985.8,Manual EFT,FAILED,,
1509,724,3655,2025-02-10,3503.85,Manual EFT,SUCCESS,BANKREF-17885757,NAEDO-625126
1510,1334,6572,2026-07-05,3883.58,Debit Order,REVERSED,BANKREF-55750181,
1511,1536,2908,2026-03-06,1819.77,Cash Deposit,REVERSED,BANKREF-54321807,
1512,890,8730,2026-01-16,208.17,Cash Deposit,SUCCESS,,
1513,1458,5761,2026-03-27,1363.14,Debit Order,REVERSED,BANKREF-91219119,NAEDO-117847
1514,1601,8463,2025-07-12,1093.89,Card,success,BANKREF-76295228,
1515,1689,1480,2026-02-11,2579.34,Card,success,,
1516,710,5015,2026-07-14,372.8,debit order,failed,BANKREF-95006329,
1517,1663,,2026-07-25,3264.17,Card,failed,,
1518,367,5516,2025-10-01,846.86,Debit Order,FAILED,BANKREF-26975769,NAEDO-191922
1519,778,665,2025-02-26,1385.26,Debit Order,REVERSED,BANKREF-83872853,
1520,369,4173,2025-08-11,3634.62,Cash Deposit,REVERSED,BANKREF-74909116,NAEDO-615378
1521,405,2405,2026-03-31,2742.31,debit order,REVERSED,BANKREF-62783503,
1522,168,188,2025-07-22,4291.27,Debit Order,SUCCESS,BANKREF-43991005,
1523,1222,6958,2025-10-28,2105.23,Manual EFT,PENDING,BANKREF-16147352,NAEDO-546493
1524,1283,605,24 Jun 2025,2477.38,debit order,PENDING,BANKREF-77382460,
1525,1349,4270,2026-01-01,892.37,debit order,REVERSED,BANKREF-46650556,
1526,1072,4068,2026-09-17,732.02,Cash Deposit,FAILED,BANKREF-97140975,
1527,1764,4516,2025-08-01,1562.32,Card,REVERSED,BANKREF-26537070,
1528,698,4901,2025-10-03,2831.74,Debit Order,FAILED,BANKREF-38502827,NAEDO-272033
1529,1175,3907,2025-12-02,2723.92,Card,PENDING,BANKREF-87169308,
1530,217,7178,2025-06-20,-4378.0,Manual EFT,PENDING,,NAEDO-362322
1531,1079,1519,2025-03-27,696.53,Manual EFT,SUCCESS,BANKREF-36881904,
1532,541,4942,2025-04-03,2798.98,Debit Order,failed,BANKREF-66025183,
1533,1033,1730,2026-05-06,431.1,Card,success,BANKREF-60852575,
1534,892,7127,2025-05-05,2432.77,Cash Deposit,FAILED,BANKREF-24027344,
1535,265,2828,2026-06-23,2127.88,Manual EFT,REVERSED,BANKREF-41189395,NAEDO-437323
1536,1580,855,06-08-2026,2521.85,Card,REVERSED,,
1537,98,4416,2025-03-14,1245.28,Manual EFT,SUCCESS,BANKREF-02004729,
1538,990,1571,2026-05-19,1517.01,Card,PENDING,BANKREF-53192752,
1539,1246,8564,2025-11-20,1807.31,debit order,failed,BANKREF-32174867,NAEDO-382606
1540,1380,328,2025-07-02,1180.94,debit order,FAILED,BANKREF-12445839,
1541,821,1307,2026-06-21,2979.01,Manual EFT,FAILED,BANKREF-58072330,
1542,238,4771,2025-12-01,3230.55,Manual EFT,success,BANKREF-99735831,
1543,1047,413,2025-07-07,2981.16,Cash Deposit,failed,BANKREF-58462222,
1544,1505,8662,2026-07-28,458.88,Cash Deposit,PENDING,BANKREF-65291983,
1545,893,3715,2025-04-28,3909.65,debit order,success,BANKREF-15647161,NAEDO-184227
1546,882,4613,2026-07-05,469.22,debit order,success,BANKREF-90224621,
1547,1063,3687,2026-02-06,2707.82,Manual EFT,FAILED,BANKREF-32479051,
1548,1041,1485,2026-01-12,4036.63,Manual EFT,success,BANKREF-60847840,NAEDO-518997
1549,734,7345,2025-10-27,1668.96,debit order,REVERSED,BANKREF-20283575,
1550,1148,5367,2026-02-10,1370.95,Debit Order,success,,
1551,1716,5910,2026-05-18,1044.21,Debit Order,failed,BANKREF-31700589,
1552,1071,8788,2025-07-22,4532.18,debit order,failed,BANKREF-40568848,
1553,697,6170,2025-09-09,1756.45,Card,success,BANKREF-64990383,NAEDO-332710
1554,640,2054,2026-07-19,995.43,debit order,PENDING,BANKREF-49449219,NAEDO-716421
1555,1307,4402,2025-12-28,705.41,Cash Deposit,failed,BANKREF-52860387,NAEDO-144329
1556,141,5237,2026-09-16,2813.84,Card,failed,BANKREF-63846124,NAEDO-701519
1557,974,325,02-15-2026,3323.61,Cash Deposit,SUCCESS,BANKREF-26509240,
1558,412,704,2026-01-23,1442.89,debit order,PENDING,BANKREF-01797623,
1559,135,7804,22/12/2025,785.26,Card,FAILED,BANKREF-37441333,NAEDO-599004
1560,1633,,2025-03-18,725.74,Cash Deposit,REVERSED,BANKREF-96499090,NAEDO-310455
1561,837,7697,2026-07-09,779.66,Card,failed,BANKREF-30021220,NAEDO-559234
1562,81,1705,2026-04-08,1620.84,Manual EFT,failed,,
1563,791,6413,2025-04-13,4690.65,Card,failed,BANKREF-88679324,NAEDO-948134
1564,470,3840,2026-06-23,2710.2,Manual EFT,FAILED,,NAEDO-689532
1565,169,,2026-05-03,3646.72,Manual EFT,PENDING,BANKREF-44997450,
1566,1451,6530,20250627,212.31,Cash Deposit,SUCCESS,BANKREF-46119029,NAEDO-331703
1567,1583,4340,18 Dec 2025,3122.07,Cash Deposit,failed,BANKREF-71917595,NAEDO-159125
1568,1069,5513,2025-07-15,887.16,debit order,PENDING,BANKREF-37585823,NAEDO-903338
1569,1066,8630,2025-03-05,4707.12,debit order,success,BANKREF-85575116,
1570,26,3152,2025-12-15,3991.97,debit order,SUCCESS,BANKREF-30971906,
1571,1437,8061,2025-03-21,1552.1,debit order,SUCCESS,BANKREF-52636771,
1572,450,,2025-08-29,1421.39,Cash Deposit,SUCCESS,BANKREF-25592841,
1573,521,5135,2025-11-19,2837.89,Debit Order,SUCCESS,BANKREF-27520086,NAEDO-790643
1574,751,2677,2025-08-10,1268.92,debit order,SUCCESS,BANKREF-78708854,NAEDO-445389
1575,1118,8418,2025-03-23,3111.26,Debit Order,PENDING,BANKREF-38683203,
1576,1701,7763,2025-11-26,1361.15,Manual EFT,REVERSED,BANKREF-84081400,
1577,690,2080,2025-12-23,2418.15,debit order,SUCCESS,BANKREF-98302489,
1578,1171,2177,2025-07-18,3714.89,Debit Order,success,,NAEDO-386983
1579,1072,2104,2025-09-26,2987.62,Cash Deposit,SUCCESS,,
1580,596,7847,2025-10-07,1260.29,Cash Deposit,FAILED,BANKREF-08547865,NAEDO-847389
