ticket_id,customer_id,brand_name,channel_name,opened_at,closed_at,topic,priority,ticket_status,first_response_minutes,csat_score,nps_score
737,1097,JustMoney,Email,2026-01-27 12:21:43,2026-01-28 02:46:43,Statement Request,HIGH,RESOLVED,,2.4,
738,,FASTA,Phone,2026-03-05 22:01:04,2026-03-08 05:35:04,Application Help,low,CLOSED,227,3.1,2
739,1171,DebtBusters,Facebook,2025-04-08 09:27:56,2025-04-08 10:32:56,Decline Explanation,low,PENDING_CUSTOMER,106,2.7,9
740,1429,FASTA,Email,2025-11-19 14:31:57,2025-11-21 06:53:57,Technical Issue,High,open,79,2.2,9
741,642,FASTA,Facebook,2025-06-10 13:13:23,,Fee Dispute,HIGH,open,,,1
742,1517,JustMoney,Phone,2025-06-09 12:38:45,2025-06-09 19:03:45,Complaint,High,RESOLVED,86,2.1,
743,1529,FASTA,Email,2025-09-12 11:30:28,,Statement Request,low,PENDING_CUSTOMER,164,3.0,1
744,257,FASTA,WhatsApp,2026-03-26 21:26:01,2026-03-28 04:31:01,Financial Health Query,Medium,OPEN,127,4.5,3
745,832,FASTA,Chat,2025-05-02 21:52:20,2025-05-03 01:23:20,Technical Issue,low,OPEN,100,,
746,910,JustMoney,Facebook,2025-12-20 16:13:14,2025-12-22 06:03:14,Payment Query,Medium,PENDING_CUSTOMER,,,
747,1587,DebtBusters,Phone,2025-05-16 17:24:50,2025-05-19 14:05:50,Technical Issue,low,RESOLVED,94,2.0,10
748,909,JustMoney,Facebook,2025-11-26 22:48:02,2025-11-29 12:11:02,Decline Explanation,Medium,RESOLVED,126,1.3,0
749,1227,FASTA,Chat,2025-08-14 22:30:43,2025-08-17 01:50:43,Technical Issue,low,PENDING_CUSTOMER,,,8
750,434,FASTA,WhatsApp,2025-01-26 14:26:30,2025-01-29 10:33:30,Technical Issue,HIGH,CLOSED,151,1.1,
751,739,JustMoney,Facebook,2026-02-22 08:24:38,2026-02-24 01:50:38,Statement Request,High,RESOLVED,177,4.1,3
752,913,JustMoney,Facebook,2025-05-22 12:18:14,2025-05-25 09:23:14,Application Help,High,PENDING_CUSTOMER,42,,
753,1605,DebtBusters,Email,2026-05-14 08:03:15,2026-05-16 00:48:15,Statement Request,Medium,OPEN,126,3.5,
754,99,FASTA,Facebook,2026-02-28 07:47:08,2026-02-28 14:51:08,Financial Health Query,High,Closed,154,,1
755,,DebtBusters,Chat,2025-11-27 18:37:14,2025-11-30 02:00:14,Statement Request,Medium,RESOLVED,130,2.1,3
756,1091,JustMoney,Chat,2025-04-24 22:24:28,2025-04-27 14:20:28,Fee Dispute,Critical,RESOLVED,112,2.1,
757,86,JustMoney,WhatsApp,2025-01-01 08:34:20,2025-01-01 10:49:20,Statement Request,low,Closed,77,3.3,5
758,,FASTA,Chat,2025-11-21 22:00:33,2025-11-24 17:12:33,Fraud Report,Low,CLOSED,24,4.2,
759,1079,JustMoney,Email,2025-11-13 14:25:09,2025-11-15 00:20:09,Application Help,High,RESOLVED,93,,1
760,1784,FASTA,WhatsApp,2025-05-09 15:25:07,2025-05-11 13:36:07,Decline Explanation,Low,PENDING_CUSTOMER,69,,6
761,825,FASTA,Chat,2025-07-22 15:00:52,2025-07-22 17:30:52,Financial Health Query,Critical,PENDING_CUSTOMER,180,4.5,5
762,1224,FASTA,WhatsApp,2025-05-24 14:48:50,2025-05-27 01:21:50,Technical Issue,Critical,RESOLVED,,4.1,
763,444,JustMoney,Chat,2025-12-12 19:39:36,2025-12-13 17:52:36,Payment Query,low,RESOLVED,106,2.2,3
764,1647,JustMoney,WhatsApp,2026-06-16 21:51:16,2026-06-17 17:58:16,Decline Explanation,HIGH,CLOSED,131,,1
765,231,JustMoney,Chat,2025-10-25 19:54:28,2025-10-27 19:11:28,Payment Query,HIGH,open,236,3.3,10
766,1120,DebtBusters,WhatsApp,2026-04-09 22:29:27,2026-04-12 07:26:27,Application Help,Low,OPEN,66,2.1,10
767,75,FASTA,WhatsApp,2025-01-13 20:00:03,2025-01-16 09:51:03,Decline Explanation,low,PENDING_CUSTOMER,234,4.7,
768,1789,FASTA,Email,2025-09-29 10:00:34,2025-10-01 01:15:34,Complaint,Critical,OPEN,84,2.7,6
769,1734,FASTA,Email,2026-03-14 13:11:55,2026-03-15 13:03:55,Fee Dispute,Medium,open,102,2.0,
770,228,JustMoney,Chat,2025-12-16 13:18:49,2025-12-18 16:30:49,Payment Query,High,CLOSED,,,6
771,103,DebtBusters,Email,2025-03-13 12:00:41,2025-03-16 07:07:41,Technical Issue,HIGH,open,210,1.5,
772,,JustMoney,Facebook,2025-09-23 12:38:33,2025-09-25 07:44:33,Application Help,Low,CLOSED,72,3.0,9
773,866,FASTA,Chat,2025-05-01 12:57:27,2025-05-04 06:51:27,Payment Query,High,RESOLVED,157,,10
774,1688,DebtBusters,Email,2025-01-31 13:36:16,2025-02-03 10:07:16,Decline Explanation,High,OPEN,14,3.2,0
775,1943,DebtBusters,WhatsApp,2025-10-16 18:40:40,2025-10-17 23:10:40,Fraud Report,Critical,CLOSED,84,3.2,10
776,693,JustMoney,Facebook,2026-04-30 12:02:33,,Complaint,HIGH,OPEN,230,2.8,0
777,1300,FASTA,Phone,2025-11-08 11:27:24,,Fraud Report,low,CLOSED,211,3.9,3
778,1161,DebtBusters,Facebook,2025-12-04 22:36:45,2025-12-07 10:50:45,Fraud Report,Low,OPEN,10,,
779,781,DebtBusters,Chat,2025-02-04 15:27:18,2025-02-07 15:15:18,Statement Request,Medium,Closed,137,1.9,9
780,966,DebtBusters,Facebook,2025-03-31 15:04:21,2025-04-02 09:02:21,Payment Query,Low,OPEN,114,,
781,1590,JustMoney,WhatsApp,2026-01-19 21:05:16,,Payment Query,HIGH,open,,4.8,3
782,1652,DebtBusters,Chat,2026-06-08 20:36:22,2026-06-09 15:57:22,Payment Query,low,Closed,,1.8,
783,1315,JustMoney,Facebook,2025-07-22 20:55:29,2025-07-24 05:59:29,Decline Explanation,Medium,OPEN,30,,0
784,43,FASTA,Facebook,2026-05-27 16:16:33,,Fraud Report,Medium,open,48,1.6,7
785,1711,FASTA,Facebook,2026-01-18 14:59:55,2026-01-19 18:10:55,Fraud Report,Low,PENDING_CUSTOMER,187,,
786,1251,JustMoney,Email,2025-08-15 08:29:28,,Payment Query,Low,Closed,153,3.1,0
787,1555,JustMoney,Chat,2025-09-23 17:26:44,2025-09-23 22:50:44,Complaint,Low,RESOLVED,,1.1,9
788,1112,JustMoney,Email,2025-09-05 11:29:07,2025-09-05 13:00:07,Fraud Report,Low,Closed,180,3.5,1
789,390,FASTA,Chat,2025-08-12 12:37:50,,Complaint,Critical,RESOLVED,158,,4
790,132,JustMoney,Facebook,2025-08-27 21:11:14,2025-08-30 17:44:14,Complaint,Medium,RESOLVED,,,
791,1803,FASTA,WhatsApp,2026-02-09 20:19:10,2026-02-11 14:55:10,Statement Request,Medium,CLOSED,207,3.4,
792,1091,DebtBusters,WhatsApp,2025-10-10 16:44:33,2025-10-13 05:33:33,Fraud Report,low,CLOSED,187,2.6,5
793,454,JustMoney,Chat,2026-05-29 09:42:33,2026-05-30 16:22:33,Technical Issue,HIGH,OPEN,99,3.7,8
794,1574,FASTA,Phone,2025-03-26 13:21:48,,Statement Request,Critical,RESOLVED,239,3.0,8
795,54,FASTA,Chat,2026-03-14 21:25:48,2026-03-15 16:53:48,Decline Explanation,Medium,OPEN,132,,
796,716,DebtBusters,Chat,2026-02-08 12:49:34,2026-02-09 04:03:34,Financial Health Query,High,PENDING_CUSTOMER,71,1.2,
797,1013,DebtBusters,Email,2026-05-19 13:31:52,2026-05-20 12:45:52,Complaint,Low,PENDING_CUSTOMER,162,,
798,777,FASTA,Facebook,2026-06-03 19:50:50,2026-06-06 14:16:50,Statement Request,Critical,OPEN,207,,8
799,1286,JustMoney,Facebook,2026-01-15 16:59:00,2026-01-17 06:56:00,Fee Dispute,HIGH,CLOSED,62,,6
800,1471,DebtBusters,Email,2025-02-28 18:19:12,2025-03-03 02:12:12,Decline Explanation,Critical,PENDING_CUSTOMER,191,1.6,
801,576,FASTA,WhatsApp,2026-03-10 11:42:43,2026-03-13 03:02:43,Complaint,Critical,OPEN,115,,4
802,856,FASTA,Facebook,2025-11-19 10:52:31,2025-11-20 07:57:31,Statement Request,Low,Closed,226,,9
803,259,DebtBusters,Chat,2025-01-31 13:26:38,2025-02-02 08:25:38,Payment Query,High,PENDING_CUSTOMER,23,4.6,6
804,756,JustMoney,Phone,2025-04-13 17:38:47,2025-04-15 03:53:47,Statement Request,Low,Closed,204,,
805,171,DebtBusters,Chat,2025-04-22 21:53:27,2025-04-23 09:56:27,Complaint,Low,PENDING_CUSTOMER,25,3.4,6
806,674,FASTA,Chat,2026-01-25 22:06:48,2026-01-26 12:51:48,Application Help,High,open,66,,3
807,776,JustMoney,Facebook,2026-01-09 22:35:22,,Fee Dispute,Medium,OPEN,159,1.6,9
808,1359,FASTA,Email,2025-12-29 10:53:53,2025-12-30 16:25:53,Complaint,low,open,,3.7,9
809,677,FASTA,Phone,2025-08-06 08:26:28,2025-08-07 14:36:28,Complaint,Low,PENDING_CUSTOMER,157,2.1,
810,725,FASTA,Email,2025-05-01 22:07:37,,Statement Request,HIGH,Closed,113,,1
811,1370,JustMoney,Facebook,2025-09-06 16:11:59,2025-09-08 00:55:59,Fraud Report,HIGH,Closed,184,3.8,8
812,907,DebtBusters,Email,2025-12-12 16:42:13,2025-12-13 02:26:13,Payment Query,low,CLOSED,2,,0
813,1483,DebtBusters,Facebook,2025-01-01 14:13:55,2025-01-01 15:26:55,Complaint,low,RESOLVED,171,1.0,8
814,327,DebtBusters,WhatsApp,2025-11-03 18:13:00,2025-11-06 01:11:00,Statement Request,HIGH,OPEN,117,,5
815,1573,JustMoney,Phone,2025-09-12 18:35:39,2025-09-15 08:55:39,Financial Health Query,low,Closed,124,,1
816,130,FASTA,Facebook,2025-11-22 13:55:03,2025-11-23 02:28:03,Complaint,Critical,PENDING_CUSTOMER,195,4.3,
817,1091,DebtBusters,Email,2026-02-13 16:28:27,,Decline Explanation,HIGH,PENDING_CUSTOMER,,3.6,
818,1037,JustMoney,Phone,2025-11-19 10:48:00,,Complaint,Low,OPEN,181,4.1,
819,707,DebtBusters,Email,2026-04-02 13:59:05,2026-04-04 05:54:05,Complaint,High,OPEN,,2.2,
820,764,DebtBusters,Facebook,2026-02-17 20:25:19,,Technical Issue,Low,open,226,,
821,126,DebtBusters,Facebook,2025-02-22 11:25:24,2025-02-25 03:56:24,Payment Query,Critical,Closed,181,1.6,5
822,1788,FASTA,Email,2025-08-11 22:35:42,2025-08-13 01:40:42,Statement Request,Low,CLOSED,234,1.9,1
823,997,JustMoney,Email,2025-04-08 17:54:32,2025-04-09 12:48:32,Financial Health Query,Medium,Closed,178,1.8,4
824,1165,JustMoney,Email,2025-01-14 17:04:22,2025-01-17 16:34:22,Fraud Report,Critical,RESOLVED,197,,8
825,209,JustMoney,WhatsApp,2026-04-27 17:24:09,2026-04-28 03:21:09,Application Help,Low,RESOLVED,60,,10
826,,DebtBusters,Phone,2026-02-01 19:41:06,2026-02-02 18:08:06,Payment Query,Medium,open,187,3.5,4
827,1374,DebtBusters,WhatsApp,2025-07-31 19:32:15,2025-08-01 14:48:15,Decline Explanation,Medium,OPEN,78,3.5,
828,1369,DebtBusters,Phone,2025-08-27 12:10:20,,Application Help,Low,RESOLVED,109,,
829,1225,JustMoney,Email,2025-06-18 16:18:56,,Technical Issue,low,Closed,144,2.0,
830,,FASTA,WhatsApp,2025-12-04 12:06:59,,Payment Query,low,open,213,2.4,
831,920,DebtBusters,Facebook,2026-05-13 14:09:26,2026-05-15 01:56:26,Complaint,HIGH,CLOSED,223,,
832,488,JustMoney,WhatsApp,2026-02-11 13:56:33,2026-02-11 22:29:33,Payment Query,HIGH,PENDING_CUSTOMER,188,3.5,10
833,,JustMoney,WhatsApp,2026-01-08 15:30:49,2026-01-11 01:57:49,Financial Health Query,Low,PENDING_CUSTOMER,236,,10
834,711,FASTA,Email,2025-05-01 09:03:32,2025-05-01 09:41:32,Statement Request,HIGH,OPEN,,,
835,1417,DebtBusters,WhatsApp,2025-08-26 22:40:11,2025-08-28 07:20:11,Application Help,low,Closed,,3.9,0
836,230,JustMoney,WhatsApp,2025-05-10 22:58:41,2025-05-13 17:16:41,Decline Explanation,Low,Closed,88,2.2,4
837,39,DebtBusters,WhatsApp,2025-10-01 11:41:03,2025-10-03 13:49:03,Technical Issue,Low,RESOLVED,136,,
838,1095,FASTA,Facebook,2025-07-12 08:17:00,2025-07-15 01:21:00,Fee Dispute,High,open,39,2.4,3
839,1208,JustMoney,Facebook,2025-07-06 21:40:03,2025-07-07 12:15:03,Payment Query,Low,Closed,58,2.2,2
840,1187,JustMoney,Email,2026-03-09 20:29:03,2026-03-11 09:14:03,Fee Dispute,High,OPEN,61,4.7,
841,,JustMoney,Facebook,2025-10-19 22:44:39,2025-10-22 06:55:39,Complaint,Medium,OPEN,114,,10
842,657,DebtBusters,Phone,2025-09-16 20:35:05,,Fee Dispute,Critical,RESOLVED,56,,1
843,490,DebtBusters,Chat,2026-04-20 16:28:49,2026-04-21 09:00:49,Payment Query,High,CLOSED,96,3.4,3
844,915,JustMoney,Phone,2025-07-22 08:29:49,2025-07-22 10:46:49,Decline Explanation,Critical,RESOLVED,,,5
845,1427,DebtBusters,Facebook,2025-10-31 18:22:01,2025-11-02 22:48:01,Fee Dispute,Critical,PENDING_CUSTOMER,204,1.2,
846,1522,JustMoney,Phone,2025-04-29 19:25:09,2025-04-29 21:34:09,Complaint,HIGH,PENDING_CUSTOMER,64,,5
847,1621,DebtBusters,Chat,2025-02-08 19:08:10,2025-02-10 04:30:10,Decline Explanation,Critical,OPEN,,1.2,7
848,279,DebtBusters,WhatsApp,2025-10-04 17:22:46,2025-10-07 10:53:46,Application Help,HIGH,PENDING_CUSTOMER,92,2.1,9
849,909,JustMoney,WhatsApp,2025-12-15 21:46:29,2025-12-17 01:55:29,Application Help,High,Closed,177,,
850,1588,JustMoney,Phone,2025-10-23 17:43:03,2025-10-26 12:14:03,Payment Query,low,OPEN,158,,
851,1410,DebtBusters,Phone,2025-07-05 13:20:50,,Statement Request,High,open,239,4.8,6
852,305,DebtBusters,Email,2025-01-21 11:07:14,2025-01-22 13:20:14,Technical Issue,Medium,Closed,135,3.5,5
853,1558,FASTA,Chat,2025-11-03 08:09:57,,Application Help,High,CLOSED,204,4.2,
854,902,DebtBusters,Chat,2025-01-28 14:59:13,,Application Help,Medium,Closed,,,8
855,1271,FASTA,Phone,2025-05-04 13:44:58,,Payment Query,HIGH,PENDING_CUSTOMER,70,4.2,4
856,1309,FASTA,Phone,2025-09-05 21:12:50,2025-09-07 18:08:50,Application Help,Critical,Closed,160,,5
857,808,FASTA,Phone,2025-07-21 18:57:08,,Fraud Report,Low,OPEN,210,3.9,
858,1920,FASTA,Email,2026-02-05 10:57:17,2026-02-07 09:21:17,Fee Dispute,low,open,27,,
859,16,JustMoney,Email,2026-01-18 14:45:32,,Fee Dispute,Medium,CLOSED,27,1.9,
860,194,DebtBusters,Facebook,2025-05-22 19:36:35,2025-05-25 15:47:35,Financial Health Query,Medium,CLOSED,191,,6
861,1989,DebtBusters,Chat,2025-01-02 20:11:53,2025-01-05 07:53:53,Fraud Report,High,RESOLVED,,4.9,
862,552,FASTA,Email,2025-05-12 22:46:37,,Technical Issue,HIGH,open,171,,5
863,1207,FASTA,Phone,2026-03-17 18:26:22,2026-03-18 18:54:22,Application Help,Critical,Closed,,,
864,946,JustMoney,WhatsApp,2026-04-03 22:34:34,2026-04-04 21:07:34,Decline Explanation,HIGH,open,136,4.7,
865,1840,FASTA,Email,2025-08-14 16:00:59,2025-08-17 00:09:59,Payment Query,High,RESOLVED,95,1.4,
866,1515,JustMoney,Chat,2026-03-26 10:51:05,2026-03-28 22:49:05,Fee Dispute,Low,OPEN,43,4.4,
867,996,JustMoney,Facebook,2025-05-01 21:23:48,,Technical Issue,HIGH,CLOSED,174,2.3,
868,428,JustMoney,Chat,2026-05-01 18:29:46,2026-05-04 13:13:46,Statement Request,Critical,open,60,3.5,
869,1668,DebtBusters,Chat,2026-05-26 12:31:32,2026-05-27 09:02:32,Technical Issue,low,RESOLVED,158,,3
870,627,FASTA,WhatsApp,2025-08-05 18:09:00,2025-08-05 20:35:00,Application Help,Low,CLOSED,,1.1,9
871,933,FASTA,Email,2025-01-08 11:16:42,,Technical Issue,Critical,PENDING_CUSTOMER,121,1.5,10
872,1375,DebtBusters,Phone,2025-09-05 07:38:03,2025-09-07 00:48:03,Decline Explanation,Low,open,116,2.2,
873,1408,FASTA,Facebook,2025-01-20 22:09:43,2025-01-23 09:16:43,Fee Dispute,HIGH,CLOSED,108,3.7,9
874,576,JustMoney,Facebook,2025-10-24 13:27:50,,Fraud Report,High,RESOLVED,59,4.8,4
875,43,DebtBusters,WhatsApp,2025-04-16 17:27:33,2025-04-17 18:10:33,Technical Issue,Medium,CLOSED,236,,4
876,994,DebtBusters,WhatsApp,2025-01-30 11:06:43,2025-01-30 21:37:43,Complaint,Critical,OPEN,,4.8,9
877,608,DebtBusters,Chat,2025-02-17 11:24:24,2025-02-20 04:59:24,Financial Health Query,Medium,RESOLVED,218,2.8,
878,,DebtBusters,Email,2026-03-17 20:12:56,2026-03-18 02:42:56,Fee Dispute,Medium,open,123,,
879,754,FASTA,Facebook,2026-05-26 20:14:51,2026-05-29 08:26:51,Financial Health Query,Critical,OPEN,197,4.4,8
880,1912,DebtBusters,Facebook,2026-06-07 16:16:03,2026-06-10 08:27:03,Technical Issue,Critical,open,211,1.5,10
881,1337,DebtBusters,Facebook,2025-12-31 21:57:18,2026-01-02 03:46:18,Payment Query,Medium,Closed,174,4.0,
882,1701,FASTA,Facebook,2025-02-15 16:04:46,2025-02-18 05:00:46,Decline Explanation,HIGH,CLOSED,103,,
883,1,JustMoney,WhatsApp,2025-11-29 18:47:09,2025-11-30 03:37:09,Technical Issue,Low,CLOSED,,3.8,2
884,595,JustMoney,Phone,2025-12-09 07:44:23,2025-12-09 12:43:23,Decline Explanation,Low,RESOLVED,180,4.9,
885,344,JustMoney,Email,2025-11-05 12:08:56,2025-11-07 21:38:56,Payment Query,High,RESOLVED,221,1.4,2
886,1297,JustMoney,Email,2025-09-07 13:28:11,,Decline Explanation,High,Closed,143,4.0,
887,,FASTA,Chat,2026-04-25 10:01:25,2026-04-25 11:00:25,Statement Request,Low,RESOLVED,32,4.2,7
888,1367,FASTA,Facebook,2025-11-01 20:12:46,2025-11-04 05:05:46,Statement Request,Critical,OPEN,142,2.0,
889,849,JustMoney,WhatsApp,2025-01-14 18:54:11,2025-01-14 20:56:11,Complaint,low,open,123,2.6,
890,576,FASTA,WhatsApp,2025-03-19 21:42:27,2025-03-20 19:07:27,Complaint,HIGH,OPEN,235,2.2,
891,452,FASTA,Facebook,2025-01-29 14:16:17,,Decline Explanation,HIGH,open,91,3.9,
892,1023,DebtBusters,Email,2026-04-24 11:13:13,,Financial Health Query,HIGH,open,94,4.4,
893,1891,JustMoney,WhatsApp,2025-11-22 17:16:00,2025-11-23 10:46:00,Fee Dispute,Medium,open,220,4.0,6
894,1179,DebtBusters,Phone,2025-08-02 14:44:06,,Technical Issue,Critical,CLOSED,108,,5
895,950,FASTA,Email,2025-07-02 07:40:46,2025-07-02 11:27:46,Fee Dispute,High,CLOSED,219,3.4,
896,1452,DebtBusters,Phone,2025-05-03 22:40:02,2025-05-06 09:23:02,Application Help,Critical,open,134,1.2,0
897,560,DebtBusters,Chat,2025-01-21 18:30:49,2025-01-22 14:02:49,Statement Request,HIGH,CLOSED,7,3.8,6
898,828,JustMoney,WhatsApp,2026-04-13 11:35:51,,Statement Request,Critical,PENDING_CUSTOMER,45,,1
899,715,DebtBusters,Email,2025-02-23 17:19:10,2025-02-25 21:05:10,Application Help,HIGH,CLOSED,142,,
900,1769,JustMoney,WhatsApp,2026-02-10 19:32:42,2026-02-11 05:55:42,Statement Request,Critical,PENDING_CUSTOMER,4,1.3,0
901,1324,JustMoney,Email,2025-12-18 09:55:16,2025-12-19 02:40:16,Technical Issue,low,PENDING_CUSTOMER,33,2.0,5
902,1339,DebtBusters,Facebook,2025-10-26 17:31:24,2025-10-27 12:25:24,Fee Dispute,Critical,OPEN,156,3.5,
903,1850,JustMoney,Email,2026-01-19 13:45:42,2026-01-22 08:50:42,Statement Request,low,CLOSED,16,2.5,8
904,305,JustMoney,Phone,2025-08-25 09:32:19,2025-08-27 15:53:19,Complaint,Critical,PENDING_CUSTOMER,182,4.2,1
905,1893,FASTA,Chat,2025-12-30 20:42:08,2026-01-01 08:54:08,Decline Explanation,low,CLOSED,81,3.8,3
906,562,JustMoney,Phone,2025-03-20 17:43:04,,Fee Dispute,Medium,RESOLVED,148,1.1,3
907,1635,JustMoney,Phone,2025-07-04 07:55:16,2025-07-05 07:49:16,Statement Request,Low,CLOSED,224,,3
908,1010,FASTA,Email,2026-02-19 08:50:57,2026-02-20 21:54:57,Technical Issue,Low,OPEN,61,,2
909,189,JustMoney,Chat,2025-12-12 09:02:09,2025-12-14 20:29:09,Decline Explanation,low,CLOSED,,1.7,5
910,1540,FASTA,Phone,2026-06-12 15:26:02,2026-06-14 01:45:02,Financial Health Query,Critical,open,223,1.2,8
911,1908,DebtBusters,Chat,2025-06-09 22:48:48,,Payment Query,High,OPEN,88,4.4,
912,1415,JustMoney,Chat,2026-06-05 11:56:54,2026-06-07 12:44:54,Application Help,Medium,RESOLVED,76,,
913,1384,JustMoney,Facebook,2025-07-03 17:44:16,2025-07-06 10:05:16,Application Help,High,open,108,1.6,6
914,597,DebtBusters,Phone,2026-06-14 12:55:03,2026-06-16 14:02:03,Fee Dispute,High,open,125,2.0,
915,1506,DebtBusters,Facebook,2026-04-14 13:46:13,2026-04-16 16:43:13,Complaint,HIGH,OPEN,194,4.9,2
916,1236,JustMoney,Chat,2025-12-22 12:14:07,2025-12-24 19:35:07,Fee Dispute,Medium,CLOSED,136,4.8,
917,1611,FASTA,Chat,2025-01-25 09:21:40,2025-01-27 02:40:40,Technical Issue,Critical,RESOLVED,211,3.3,
918,755,JustMoney,Chat,2025-03-31 14:03:51,2025-04-02 06:32:51,Technical Issue,low,RESOLVED,,4.4,
919,71,DebtBusters,Facebook,2025-06-25 09:29:41,2025-06-26 22:54:41,Decline Explanation,Medium,open,165,4.4,4
920,1105,DebtBusters,Phone,2025-05-18 20:14:26,2025-05-19 04:22:26,Fee Dispute,Critical,CLOSED,2,,2
921,96,JustMoney,WhatsApp,2026-01-15 09:58:36,2026-01-17 03:40:36,Fraud Report,Medium,open,167,1.8,1
922,936,JustMoney,Phone,2025-04-29 13:21:19,,Fraud Report,low,Closed,95,,
923,1233,FASTA,WhatsApp,2025-09-17 07:21:18,2025-09-19 12:20:18,Decline Explanation,Medium,RESOLVED,150,2.4,
924,90,DebtBusters,Phone,2025-10-01 16:25:51,2025-10-02 04:09:51,Decline Explanation,HIGH,PENDING_CUSTOMER,14,,5
925,1823,JustMoney,Chat,2025-05-08 14:22:23,2025-05-09 15:01:23,Financial Health Query,Low,open,,,10
926,,JustMoney,Chat,2025-07-23 19:07:43,2025-07-24 10:31:43,Application Help,Low,OPEN,226,3.6,5
927,,FASTA,Phone,2025-02-13 22:30:22,2025-02-14 11:17:22,Application Help,Critical,CLOSED,20,3.5,5
928,98,DebtBusters,Facebook,2025-06-18 11:19:29,2025-06-18 18:52:29,Statement Request,low,open,207,,4
929,87,JustMoney,Chat,2025-09-15 12:48:37,2025-09-17 10:02:37,Technical Issue,High,CLOSED,169,4.8,1
930,976,JustMoney,Phone,2025-07-18 13:11:46,,Fee Dispute,Critical,Closed,,3.1,3
931,765,JustMoney,Email,2026-06-07 12:26:11,,Fraud Report,Low,PENDING_CUSTOMER,43,3.3,
932,513,DebtBusters,WhatsApp,2026-03-06 18:15:24,,Application Help,High,PENDING_CUSTOMER,67,2.6,
933,554,FASTA,Facebook,2026-05-28 11:28:28,,Statement Request,Medium,RESOLVED,139,5.0,
934,955,DebtBusters,Phone,2025-12-23 18:13:34,2025-12-24 02:47:34,Statement Request,Low,Closed,173,,10
935,1095,FASTA,Facebook,2025-02-02 14:26:29,,Technical Issue,Low,Closed,97,,
936,1903,DebtBusters,Chat,2025-08-28 13:08:15,,Application Help,HIGH,CLOSED,6,,
937,1690,JustMoney,Phone,2026-02-25 07:46:10,,Complaint,Low,OPEN,106,,
938,967,JustMoney,WhatsApp,2025-01-24 07:11:02,2025-01-26 03:03:02,Decline Explanation,HIGH,Closed,21,,9
939,1032,FASTA,WhatsApp,2025-08-08 20:01:05,2025-08-09 12:37:05,Fraud Report,Medium,OPEN,95,3.7,3
940,1443,FASTA,Facebook,2026-05-14 10:21:45,2026-05-16 18:05:45,Financial Health Query,low,Closed,39,,4
941,1865,FASTA,Phone,2025-10-16 08:54:22,,Financial Health Query,Medium,RESOLVED,139,,8
942,842,FASTA,Phone,2025-05-18 16:04:55,2025-05-21 05:24:55,Statement Request,Low,PENDING_CUSTOMER,172,,7
943,1172,DebtBusters,WhatsApp,2025-07-27 19:39:12,,Complaint,HIGH,Closed,137,2.5,
944,,FASTA,Chat,2026-02-11 15:32:18,2026-02-12 07:17:18,Complaint,High,RESOLVED,58,2.7,2
945,1316,FASTA,WhatsApp,2025-11-13 16:30:26,2025-11-15 01:43:26,Application Help,HIGH,OPEN,59,4.3,
946,741,FASTA,Email,2025-02-28 09:05:00,2025-03-02 17:37:00,Complaint,low,Closed,209,3.0,1
947,1923,DebtBusters,WhatsApp,2026-02-25 07:14:02,2026-02-25 09:01:02,Statement Request,low,OPEN,3,1.8,1
948,1281,DebtBusters,WhatsApp,2025-11-07 16:34:58,,Fee Dispute,Critical,RESOLVED,225,3.4,9
949,1688,JustMoney,Chat,2025-03-03 18:31:54,2025-03-04 00:17:54,Financial Health Query,High,CLOSED,,4.3,
950,1764,DebtBusters,Email,2025-01-18 21:13:16,2025-01-21 17:20:16,Statement Request,Medium,RESOLVED,224,,
951,1596,JustMoney,Email,2025-01-01 07:10:03,,Decline Explanation,HIGH,open,12,,
952,821,DebtBusters,Chat,2026-04-19 21:23:13,2026-04-20 09:37:13,Complaint,low,OPEN,58,3.5,1
953,58,FASTA,Email,2026-06-10 22:36:13,2026-06-11 19:44:13,Fraud Report,Medium,Closed,127,2.9,0
954,1771,JustMoney,Phone,2025-11-05 18:39:27,2025-11-07 05:22:27,Fraud Report,HIGH,PENDING_CUSTOMER,123,,10
955,304,FASTA,Chat,2025-08-06 12:19:34,2025-08-07 00:21:34,Payment Query,High,CLOSED,74,4.2,2
956,804,FASTA,Email,2025-05-18 17:05:01,,Financial Health Query,HIGH,OPEN,235,2.8,9
957,283,JustMoney,Email,2026-05-30 10:15:16,,Application Help,High,OPEN,39,1.1,1
958,684,JustMoney,WhatsApp,2025-02-15 07:49:50,2025-02-16 22:01:50,Fee Dispute,HIGH,Closed,225,,6
959,1716,JustMoney,Facebook,2025-05-16 16:18:22,2025-05-19 11:01:22,Financial Health Query,High,Closed,219,2.6,3
960,345,DebtBusters,Email,2025-05-12 22:12:23,2025-05-13 03:57:23,Application Help,Medium,Closed,2,4.7,
961,943,JustMoney,Phone,2025-06-16 16:16:23,2025-06-17 20:16:23,Payment Query,HIGH,OPEN,,,
962,311,JustMoney,WhatsApp,2025-10-10 13:40:34,2025-10-12 09:34:34,Financial Health Query,Critical,RESOLVED,,3.9,7
963,290,JustMoney,Facebook,2026-03-09 15:33:01,,Payment Query,HIGH,OPEN,199,,
964,,FASTA,WhatsApp,2026-01-10 13:26:19,2026-01-11 00:11:19,Fee Dispute,Low,PENDING_CUSTOMER,,4.2,7
